"","correlation.linear","correlation.hurdle","correlation.zero","coverage.linear","coverage.hurdle","coverage.zero","coverage.oracle","correlation.linear.1","correlation.hurdle.1","correlation.zero.1","coverage.linear.1","coverage.hurdle.1","coverage.zero.1","coverage.oracle.1","correlation.linear.2","correlation.hurdle.2","correlation.zero.2","coverage.linear.2","coverage.hurdle.2","coverage.zero.2","coverage.oracle.2"
"1",0.364996059033047,0.354900707663771,0.339760710085422,0.578947368421053,0.315789473684211,0.421052631578947,1,0.231145013582421,0.3575885955894,0.250897770462297,0.368421052631579,0.315789473684211,0.263157894736842,1,0.341608017069161,0.354900707663771,0.437296307581375,0.631578947368421,0.315789473684211,0.421052631578947,1
"2",0.288957511367054,0.42818134162938,0.454279773018388,0.529411764705882,0.411764705882353,0.470588235294118,1,0.297181993546572,0.411318507423803,0.38430136808811,0.529411764705882,0.411764705882353,0.411764705882353,1,0.298614257923423,0.516599298485563,0.588999851157441,0.588235294117647,0.411764705882353,0.529411764705882,1
"3",0.396123833246986,0.339192331758515,0.389449926718757,0.6875,0.3125,0.5,1,0.412252952492512,0.439076882421884,0.387713293289079,0.6875,0.625,0.4375,1,0.414380886810003,0.309773328607604,0.375381481353021,0.625,0.3125,0.375,1
"4",0.348873238740717,0.473041785002929,0.514681620421044,0.681818181818182,0.5,0.409090909090909,1,0.261340962108069,0.360007887387463,0.227740190220996,0.681818181818182,0.409090909090909,0.363636363636364,1,0.336416282763498,0.481836879488725,0.597088773906443,0.636363636363636,0.5,0.5,1
"5",0.31983238719652,0.120179176231885,0.153197971050419,0.619047619047619,0.285714285714286,0.238095238095238,1,0.251030960881073,0.272191409090348,0.243706847611774,0.428571428571429,0.380952380952381,0.333333333333333,1,0.262369391158143,0.127765507173534,0.184304292254005,0.476190476190476,0.238095238095238,0.333333333333333,1
"6",0.360241666369531,0.467887946159315,0.49222934618583,0.666666666666667,0.708333333333333,0.708333333333333,1,0.258321398607874,0.341169430283923,0.26676352179809,0.291666666666667,0.625,0.583333333333333,1,0.330977506838384,0.430544262786755,0.372856993468188,0.708333333333333,0.666666666666667,0.625,1
"7",0.418038289404998,0.3906474218753,0.427110396192134,0.619047619047619,0.428571428571429,0.476190476190476,1,0.292903182303533,0.501504743447127,0.346286553012072,0.428571428571429,0.476190476190476,0.428571428571429,1,0.406133029912183,0.451861721613314,0.3906474218753,0.761904761904762,0.476190476190476,0.428571428571429,1
"8",0.240699860257738,0.247999463836484,0.365778184349838,0.5625,0.375,0.4375,1,0.205431465440947,0.303273772721415,0.281733072375633,0.4375,0.4375,0.375,1,0.257411409373837,0.286335226201962,0.274946413608486,0.5,0.375,0.375,1
"9",0.362865619084999,0.408189608011971,0.388280726810944,0.65,0.55,0.5,1,0.305823094616217,0.320341550364697,0.226929083365125,0.55,0.5,0.4,1,0.327669437921901,0.321535544303789,0.366239207679178,0.55,0.55,0.45,1
"10",0.355215413613596,0.238803567828845,0.271125468608299,0.578947368421053,0.368421052631579,0.473684210526316,1,0.213299803861688,0.389722377404602,0.283251866586849,0.526315789473684,0.473684210526316,0.315789473684211,1,0.2956832189192,0.230452219352701,0.0899674241157098,0.526315789473684,0.315789473684211,0.263157894736842,1
"11",0.372682629392395,0.384607238990322,0.336485041991051,0.666666666666667,0.277777777777778,0.444444444444444,1,0.304250888255287,0.35509596602802,0.35509596602802,0.666666666666667,0.388888888888889,0.388888888888889,1,0.425690525691719,0.122262616276105,0.244525257752734,0.611111111111111,0.111111111111111,0.222222222222222,1
"12",0.0870777554595467,0.22755442106509,0.237070416139864,0.521739130434783,0.260869565217391,0.347826086956522,1,0.148615104502513,0.174002921873158,0.121085524403465,0.347826086956522,0.304347826086957,0.304347826086957,1,0.173171512084191,0.108850449142987,0.201936284130852,0.478260869565217,0.217391304347826,0.304347826086957,1
"13",0.256390894411816,0.130440534467168,0.209143329490434,0.388888888888889,0.277777777777778,0.277777777777778,1,0.421501031504352,0.362297211101033,0.201978634020916,0.666666666666667,0.5,0.388888888888889,1,0.285767479906091,0.131594143512195,0.111883372759693,0.5,0.277777777777778,0.277777777777778,1
"14",0.267314467343426,0.495053535854867,0.376090695059327,0.736842105263158,0.526315789473684,0.473684210526316,1,0.271455222538156,0.197627045534275,0.15654797274822,0.526315789473684,0.368421052631579,0.368421052631579,1,0.27158381741998,0.442118999959258,0.398077334576182,0.631578947368421,0.578947368421053,0.421052631578947,1
"15",0.352638680298844,0.37417007558399,0.284834279249345,0.777777777777778,0.277777777777778,0.277777777777778,1,0.355219515747145,0.284314369790475,0.284314369790475,0.555555555555556,0.388888888888889,0.388888888888889,1,0.368075307874067,0.22860040512072,0.22860040512072,0.611111111111111,0.277777777777778,0.277777777777778,1
"16",0.31671032352323,0.597203396216924,0.469015180332126,0.75,0.458333333333333,0.541666666666667,1,0.364920331264233,0.364144122778173,0.364144122778173,0.75,0.375,0.375,1,0.369306537091106,0.603740400664102,0.709390727998538,0.75,0.583333333333333,0.708333333333333,1
"17",0.264640724432014,0.281088494830993,0.201676921482427,0.5,0.388888888888889,0.388888888888889,1,0.355682633008555,0.362431963563247,0.362431963563247,0.555555555555556,0.444444444444444,0.444444444444444,1,0.2768755123586,0.361771181338133,0.327308293730979,0.388888888888889,0.444444444444444,0.444444444444444,1
"18",0.281120006642843,0.31873442054781,0.336852362592995,0.703703703703704,0.62962962962963,0.666666666666667,1,0.206721823500548,0.506181470497638,0.401330239651119,0.703703703703704,0.777777777777778,0.703703703703704,1,0.317904271221304,0.352631891741266,0.395594793348067,0.740740740740741,0.62962962962963,0.666666666666667,1
"19",0.47240634119189,0.359578965103192,0.406621516438368,0.5,0.35,0.4,1,0.3357943235452,0.403068353684112,0.368798923269781,0.45,0.4,0.4,1,0.452490993003889,0.432069339974978,0.382494559403876,0.5,0.4,0.35,1
"20",0.399153192024356,0.55711566760755,0.496355655725328,0.75,0.4375,0.375,1,0.373400990437688,0.479317049804319,0.479317049804319,0.625,0.5625,0.5625,1,0.359174719879627,0.408306239363352,0.496355655725328,0.6875,0.375,0.375,1
"21",0.395357240860128,0.366553849639741,0.454663144341863,0.722222222222222,0.5,0.5,1,0.237499421827629,0.223711860607363,0.223711860607363,0.388888888888889,0.388888888888889,0.388888888888889,1,0.359738493245517,0.349005357907003,0.415566246712077,0.555555555555556,0.5,0.5,1
"22",0.317320981355582,0.389927481152772,0.427007129758575,0.72,0.6,0.64,1,0.364884279420046,0.381859923033264,0.458574589427,0.48,0.72,0.76,1,0.369445011432627,0.368747199231984,0.523221995366533,0.8,0.64,0.64,1
"23",0.351635218549654,0.241603853528546,0.311946499470129,0.705882352941177,0.235294117647059,0.294117647058824,1,0.317749081263165,0.271413081317072,0.154444263845698,0.470588235294118,0.352941176470588,0.294117647058824,1,0.370561957668371,0.281675622251306,0.346589759099796,0.647058823529412,0.294117647058824,0.352941176470588,1
"24",0.412295129547251,0.66636307173371,0.669379678682114,0.772727272727273,0.681818181818182,0.727272727272727,1,0.272843316006283,0.229220586917671,0.193770874595196,0.636363636363636,0.454545454545455,0.363636363636364,1,0.3350623203567,0.503984059228015,0.376986071506105,0.727272727272727,0.590909090909091,0.454545454545455,1
"25",0.374138661638094,0.313046633215909,0.347303814872433,0.631578947368421,0.368421052631579,0.368421052631579,1,0.446318542842311,0.560869868361495,0.453132153534993,0.736842105263158,0.578947368421053,0.526315789473684,1,0.410646322624358,0.456050977994281,0.349360152867179,0.684210526315789,0.473684210526316,0.421052631578947,1
"26",0.39806717225853,0.422017935662202,0.194331072360616,0.818181818181818,0.545454545454545,0.318181818181818,1,0.321176727662181,0.114925757890698,0.0199327578724872,0.590909090909091,0.318181818181818,0.227272727272727,1,0.404838278427669,0.25758651856001,0.321578421586562,0.727272727272727,0.409090909090909,0.409090909090909,1
"27",0.213093284936418,0.365056993178111,0.42818134162938,0.529411764705882,0.411764705882353,0.470588235294118,1,0.274883266721341,0.282437678184326,0.230483075940309,0.529411764705882,0.352941176470588,0.352941176470588,1,0.21676935404143,0.387614851853768,0.395896667987321,0.529411764705882,0.470588235294118,0.529411764705882,1
"28",0.396530801493804,0.455364051472393,0.21463198255371,0.772727272727273,0.318181818181818,0.136363636363636,1,0.185453769435499,0.541117779059949,0.489816161985456,0.590909090909091,0.5,0.5,1,0.401068196254706,0.455081720105601,0.37108970251555,0.681818181818182,0.318181818181818,0.227272727272727,1
"29",0.374041630304361,0.401665395363083,0.493207804942782,0.807692307692308,0.461538461538462,0.576923076923077,1,0.364644002210132,0.420375643373029,0.383190822033847,0.423076923076923,0.615384615384615,0.538461538461538,1,0.410023103265474,0.432492560780491,0.533434744528054,0.807692307692308,0.538461538461538,0.615384615384615,1
"30",0.327765815504835,0.395123569993193,0.539416088659209,0.571428571428571,0.571428571428571,0.714285714285714,1,0.406419837508412,0.345538745491524,0.345538745491524,0.714285714285714,0.428571428571429,0.428571428571429,1,0.328199857390988,0.358355653809268,0.514493455792576,0.476190476190476,0.571428571428571,0.571428571428571,1
