1,1025.550316,909.433436,1079.86674,958.0697032,942.0739465,0.524815442,0.51183169,0.523613247,0.556494006,0.586594377,5,8,1,1,1,3,3,topic5log.csv,equinox,,,,,,
1,1024.013288,918.1289874,1079.86674,958.0697032,942.0739465,0.524337808,0.510771607,0.523613247,0.556494006,0.586594377,10,13,1,1,1,3,4,topic10log.csv,equinox,,,,,,
1,958.8676175,882.6575542,1079.86674,958.0697032,942.0739465,0.518067948,0.510716122,0.523613247,0.556494006,0.586594377,14,17,1,1,1,4,3,topic15log.csv,equinox,842.1389324,35,75,734.7998152,98,100
1,932.3195247,866.5996503,1079.86674,958.0697032,942.0739465,0.561485338,0.588673224,0.523613247,0.556494006,0.586594377,20,21,1,1,1,12,15,topic20log.csv,equinox,2269.301969,90,100,2047.230006,93,100
1,976.2258108,879.348144,1079.86674,958.0697032,942.0739465,0.527056596,0.498675772,0.523613247,0.556494006,0.586594377,24,24,1,1,1,12,4,topic25log.csv,equinox,792.5409882,84,95,562.0911667,54,65
1,960.009808,873.4299609,1079.86674,958.0697032,942.0739465,0.702299453,0.641127409,0.523613247,0.556494006,0.586594377,26,28,1,1,1,21,30,topic30log.csv,equinox,1919.414418,85,85,1796.798515,88,85
1,959.9396077,885.5877494,1079.86674,958.0697032,942.0739465,0.556630358,0.510688379,0.523613247,0.556494006,0.586594377,11,27,1,1,1,3,3,topic35log.csv,equinox,3330.933222,95,100,2462.598134,81,80
1,891.851225,827.3449702,1079.86674,958.0697032,942.0739465,0.6149456,0.635308772,0.523613247,0.556494006,0.586594377,38,39,1,1,1,15,38,topic40log.csv,equinox,,,,,,
1,895.8918599,823.3583281,1079.86674,958.0697032,942.0739465,0.7072457,0.665770302,0.523613247,0.556494006,0.586594377,44,26,1,1,1,17,24,topic45log.csv,equinox,,,,,,
1,929.2163726,843.814659,1079.86674,958.0697032,942.0739465,0.619183152,0.626923288,0.523613247,0.556494006,0.586594377,31,35,1,1,1,16,22,topic50log.csv,equinox,0.7072457,17,45,0.701558438,20,60
