"","correlation.linear","correlation.hurdle","correlation.zero","coverage.linear","coverage.hurdle","coverage.zero","coverage.oracle","correlation.linear.1","correlation.hurdle.1","correlation.zero.1","coverage.linear.1","coverage.hurdle.1","coverage.zero.1","coverage.oracle.1","correlation.linear.2","correlation.hurdle.2","correlation.zero.2","coverage.linear.2","coverage.hurdle.2","coverage.zero.2","coverage.oracle.2"
"11",0.148754521087667,0.281952307232636,0.32990806425987,0.5,0.533333333333333,0.566666666666667,1,0.211999910360429,0.246549744573089,0.246549744573089,0.433333333333333,0.4,0.4,1,0.148480773349191,0.32990806425987,0.32990806425987,0.5,0.566666666666667,0.566666666666667,1
"12",0.313231028868246,0.259718155219356,0.259718155219356,0.575757575757576,0.363636363636364,0.363636363636364,1,0.270811237824151,0.271614635402353,0.213150085984762,0.575757575757576,0.333333333333333,0.303030303030303,1,0.282697776623231,0.334235566506198,0.253926243853899,0.515151515151515,0.363636363636364,0.333333333333333,1
"13",0.349865613943818,0.477035157356723,0.477529849457125,0.642857142857143,0.571428571428571,0.571428571428571,1,0.355810933217515,0.385067087246563,0.411377685121867,0.571428571428571,0.464285714285714,0.464285714285714,1,0.368657741918634,0.4378910942889,0.454752226028511,0.642857142857143,0.535714285714286,0.571428571428571,1
"14",0.138684439484021,0.123729475982013,0.139879764750415,0.444444444444444,0.481481481481481,0.481481481481481,1,0.189785101504365,0.146370547696027,0.146370547696027,0.518518518518518,0.555555555555556,0.555555555555556,1,0.136895722158061,0.138148331442243,0.10810952826911,0.444444444444444,0.481481481481481,0.481481481481481,1
"15",0.314470180047475,0.0491030727845521,0.0925977149974427,0.548387096774194,0.225806451612903,0.258064516129032,1,0.220082221101603,0.0485963537064753,0.0485963537064753,0.419354838709677,0.225806451612903,0.225806451612903,1,0.291982207893293,0.0371085305462972,0.0371085305462972,0.548387096774194,0.225806451612903,0.225806451612903,1
"16",0.325192720921927,0.31405923100354,0.359049856168527,0.586206896551724,0.379310344827586,0.379310344827586,1,0.228306026890557,0.196721829155235,0.146750622412205,0.517241379310345,0.310344827586207,0.275862068965517,1,0.284834067692776,0.31405923100354,0.291544569858913,0.448275862068966,0.379310344827586,0.379310344827586,1
"17",0.279392806245014,0.443909944090073,0.443909944090073,0.470588235294118,0.441176470588235,0.441176470588235,1,0.212098976882899,0.215001389778794,0.215001389778794,0.441176470588235,0.382352941176471,0.382352941176471,1,0.295521666240972,0.443356132623686,0.429225630746385,0.588235294117647,0.441176470588235,0.441176470588235,1
"18",0.225108189330951,0.158680869467724,0.178195694113475,0.517241379310345,0.448275862068966,0.448275862068966,1,0.281194694607362,0.238276015693414,0.175136841262218,0.620689655172414,0.517241379310345,0.413793103448276,1,0.236286788200255,0.142386545194143,0.200237045693473,0.517241379310345,0.448275862068966,0.448275862068966,1
"19",0.266135276024914,0.298386640887713,0.3451565211023,0.5625,0.5,0.5,1,0.259699316706292,0.241421539294231,0.305176789775009,0.53125,0.34375,0.34375,1,0.254937042348616,0.29555875925993,0.253283117909738,0.59375,0.5,0.5,1
"20",0.374947446547651,0.431898033302118,0.451487135774528,0.8,0.745454545454545,0.745454545454545,1,0.316400856691783,0.295575585147199,0.332731969046199,0.709090909090909,0.690909090909091,0.690909090909091,1,0.392467301810093,0.469736182482902,0.470998848345804,0.8,0.745454545454545,0.763636363636364,1
"21",0.165567055034797,0.0943252083784211,0.102539808521484,0.529411764705882,0.5,0.5,1,0.157950675069231,0.153822513726653,0.169775093053047,0.529411764705882,0.382352941176471,0.382352941176471,1,0.172993409377162,0.100751402322636,0.100751402322636,0.529411764705882,0.5,0.5,1
"22",0.185547705464042,0.453931739949879,0.453931739949879,0.594594594594595,0.513513513513513,0.513513513513513,1,0.325811445787924,0.222805457936096,0.167003201569658,0.432432432432432,0.378378378378378,0.351351351351351,1,0.206344888466371,0.41900514317596,0.421018234432706,0.594594594594595,0.513513513513513,0.513513513513513,1
"23",0.108916443918529,0.065063442690097,0.0428774030431781,0.4,0.2,0.2,1,0.282849896700874,0.173688081793872,0.173688081793872,0.466666666666667,0.166666666666667,0.166666666666667,1,0.0944045929646656,0.0936944555681782,0.0936944555681782,0.4,0.2,0.2,1
"24",0.188287780571618,0.298010626322568,0.318365587724265,0.605263157894737,0.447368421052632,0.473684210526316,1,0.313149264857901,0.184213319646651,0.184213319646651,0.552631578947368,0.421052631578947,0.421052631578947,1,0.198345741473413,0.318365587724265,0.374410264661064,0.684210526315789,0.473684210526316,0.5,1
"25",0.222409279484735,0.378857541660795,0.381452887864685,0.45,0.45,0.45,1,0.181802893760797,0.0968031581241186,0.145710409164547,0.425,0.275,0.35,1,0.188766782519948,0.436587864136762,0.476241836044681,0.425,0.5,0.525,1
"26",0.241008582105623,0.29894047934842,0.273226859324852,0.675675675675676,0.378378378378378,0.378378378378378,1,0.277460907713996,0.109915499158065,0.126018814246477,0.432432432432432,0.324324324324324,0.324324324324324,1,0.254164571408099,0.276474540489012,0.252820015685979,0.675675675675676,0.378378378378378,0.378378378378378,1
"27",0.289290443138496,0.302374887085723,0.302937664899143,0.666666666666667,0.5,0.5,1,0.263115042348086,0.182144558762233,0.182144558762233,0.555555555555556,0.333333333333333,0.333333333333333,1,0.278939905616847,0.259667172691203,0.280326406106263,0.666666666666667,0.5,0.5,1
"28",0.150408617933839,0.209714022589616,0.196417228898379,0.44,0.32,0.32,1,0.279730556026416,0.356962805592824,0.356962805592824,0.6,0.4,0.4,1,0.151452637478098,0.266972621325773,0.342213046953809,0.36,0.36,0.44,1
"29",0.267087151890942,0.320901604232971,0.299660783928284,0.628571428571429,0.371428571428571,0.371428571428571,1,0.261955029270255,0.137372032934598,0.163696104851385,0.314285714285714,0.171428571428571,0.228571428571429,1,0.279394971249745,0.283032794181284,0.279538924773485,0.628571428571429,0.314285714285714,0.314285714285714,1
"30",0.301609500545685,0.35330886350914,0.291980429937015,0.80952380952381,0.761904761904762,0.761904761904762,1,0.192104061306261,0.401115563012587,0.401115563012587,0.746031746031746,0.714285714285714,0.714285714285714,1,0.305343943389554,0.400912509352789,0.309650212563692,0.80952380952381,0.761904761904762,0.761904761904762,1
