"","correlation.linear","correlation.hurdle","correlation.zero","coverage.linear","coverage.hurdle","coverage.zero","coverage.oracle","correlation.linear.1","correlation.hurdle.1","correlation.zero.1","coverage.linear.1","coverage.hurdle.1","coverage.zero.1","coverage.oracle.1","correlation.linear.2","correlation.hurdle.2","correlation.zero.2","coverage.linear.2","coverage.hurdle.2","coverage.zero.2","coverage.oracle.2"
"1",0.197430224567204,0.232890104997708,0.228575093599731,0.736842105263158,0.666666666666667,0.666666666666667,1,0.084300645300768,0.207477937999693,0.207477937999693,0.701754385964912,0.614035087719298,0.614035087719298,1,0.212073288189703,0.190718353410969,0.11116527296102,0.736842105263158,0.666666666666667,0.666666666666667,1
"2",0.180016197683585,0.194117824296135,0.291327684135551,0.444444444444444,0.296296296296296,0.333333333333333,1,0.200707942877312,0.29445245782923,0.29445245782923,0.518518518518518,0.333333333333333,0.333333333333333,1,0.167944028876992,0.261664759237644,0.308349497018602,0.407407407407407,0.333333333333333,0.37037037037037,1
"3",0.108442712011673,0.185209101405161,0.185209101405161,0.413793103448276,0.344827586206897,0.344827586206897,1,0.104452845878704,0.242836929551154,0.179326066225871,0.379310344827586,0.413793103448276,0.275862068965517,1,0.0963091848415728,0.225645021822261,0.30391303677168,0.448275862068966,0.413793103448276,0.448275862068966,1
"4",0.228822619227646,0.372440630952886,0.375995915308383,0.485714285714286,0.485714285714286,0.485714285714286,1,0.28236000502961,0.212805063285298,0.145203645584411,0.542857142857143,0.285714285714286,0.285714285714286,1,0.231971465739601,0.325456736550829,0.378226299792645,0.485714285714286,0.428571428571429,0.485714285714286,1
"5",0.258549919682533,0.248353971867375,0.205200448361648,0.514285714285714,0.171428571428571,0.171428571428571,1,0.187758827393828,0.255283087232922,0.255283087232922,0.428571428571429,0.171428571428571,0.171428571428571,1,0.275285813516012,0.226180300361484,0.226180300361484,0.485714285714286,0.171428571428571,0.171428571428571,1
"6",0.212070271235482,0.224161448011759,0.250499764525567,0.633333333333333,0.466666666666667,0.466666666666667,1,0.252584514108049,0.152569983023692,0.077368322102208,0.566666666666667,0.3,0.2,1,0.231531321979399,0.267252313222239,0.24772280279467,0.633333333333333,0.466666666666667,0.466666666666667,1
"7",0.36658608108706,0.248018838342855,0.246984453158568,0.735294117647059,0.411764705882353,0.411764705882353,1,0.239376356370279,0.0943749917825793,0.0943749917825793,0.529411764705882,0.323529411764706,0.323529411764706,1,0.359846620908516,0.288998791246053,0.289603360566179,0.588235294117647,0.411764705882353,0.411764705882353,1
"8",0.00323362470311136,0.129142809256004,0.0964880471637789,0.407407407407407,0.296296296296296,0.296296296296296,1,0.256436937928685,0.0394083788491342,-0.00314778582405563,0.444444444444444,0.148148148148148,0.111111111111111,1,-0.0036753062428185,0.167002536205783,0.127278412769501,0.407407407407407,0.296296296296296,0.296296296296296,1
"9",0.198609424148105,0.207408327879819,0.190721052234239,0.514285714285714,0.4,0.4,1,0.10570373018961,0.216157890492662,0.216157890492662,0.371428571428571,0.314285714285714,0.314285714285714,1,0.211684140392223,0.25886184543417,0.15586291286174,0.428571428571429,0.457142857142857,0.371428571428571,1
"10",0.188972832933943,0.163509167486826,0.18258306654303,0.37037037037037,0.222222222222222,0.259259259259259,1,0.273115176448127,0.159023824856913,0.159023824856913,0.296296296296296,0.222222222222222,0.222222222222222,1,0.192512091401418,0.146382647674496,0.204490650917638,0.37037037037037,0.222222222222222,0.296296296296296,1
